r;ampl3
18.30071;-4.923919
18.40102;-4.904468
18.50011;-4.887321
18.6004;-4.86779
18.70068;-4.847237
18.80097;-4.827462
18.90002;-4.809947
19.00027;-4.792062
19.10053;-4.779834
19.20078;-4.769678
19.30103;-4.759347
19.40011;-4.751257
19.50041;-4.743084
19.6007;-4.734314
19.70097;-4.729015
19.80005;-4.721055
19.90033;-4.715771
20.00063;-4.712542
20.10094;-4.710482
20.20004;-4.70941
20.30031;-4.708759
20.4006;-4.711404
20.50087;-4.711779
20.60112;-4.715895
20.70017;-4.719506
20.80044;-4.721395
20.90072;-4.724116
21.00099;-4.725877
21.10005;-4.726313
21.20032;-4.723205
21.30061;-4.723028
21.40088;-4.718523
21.50117;-4.713466
21.60025;-4.707999
21.70052;-4.700387
21.80079;-4.689636
21.90104;-4.678259
22.00009;-4.668729
22.10035;-4.658361
22.20062;-4.646283
22.30089;-4.638496
22.40114;-4.632449
22.50019;-4.625793
22.60043;-4.620531
22.7007;-4.61989
22.80096;-4.621576
22.9;-4.62371
23.00027;-4.626428
23.10054;-4.628538
23.20082;-4.632814
23.30108;-4.634768
23.4001;-4.634825
23.50036;-4.631481
23.60061;-4.623351
23.70087;-4.612849
23.8011;-4.603548
23.90013;-4.592984
24.00039;-4.581362
24.10064;-4.569617
24.20088;-4.559538
24.30112;-4.549907
24.40017;-4.541977
24.50045;-4.534566
24.60073;-4.528773
24.70094;-4.525652
24.80115;-4.524317
24.90016;-4.522612
25.00038;-4.521409
25.1006;-4.52042
25.20083;-4.52059
25.30106;-4.521972
25.40009;-4.523823
25.50033;-4.524741
25.6006;-4.525933
25.70084;-4.525895
25.80107;-4.526709
25.9001;-4.526702
26.00032;-4.52717
26.10055;-4.527279
26.20078;-4.527721
26.30099;-4.526648
26.4012;-4.525525
26.50022;-4.524805
26.60046;-4.523374
26.7007;-4.5221
26.80094;-4.520075
26.9012;-4.516937
27.00023;-4.514723
27.10047;-4.513275
27.20071;-4.511001
27.30094;-4.508516
27.40119;-4.508192
27.50021;-4.509802
27.60039;-4.510939
27.70057;-4.513419
27.80074;-4.51736
27.90085;-4.521178
28.00099;-4.528156
28.10116;-4.533522
28.20018;-4.539874
28.30041;-4.546184
28.40066;-4.552394
28.5009;-4.556586
28.60112;-4.558952
28.70014;-4.559917
28.80032;-4.557165
28.90048;-4.553169
29.00065;-4.547424
29.10086;-4.539163
29.20104;-4.530921
29.30117;-4.523635
29.40009;-4.516758
29.50018;-4.508583
29.6003;-4.501423
29.70047;-4.495211
29.8007;-4.490029
29.90093;-4.486917
30.00114;-4.481742
30.10015;-4.477838
30.20035;-4.475066
30.30054;-4.472594
30.40074;-4.46883
30.50092;-4.466106
30.60111;-4.462419
30.70009;-4.458523
30.80027;-4.454321
30.90043;-4.450461
31.00055;-4.445917
31.10065;-4.440678
31.20079;-4.436901
31.301;-4.434143
31.4012;-4.430456
31.50019;-4.427925
31.60038;-4.424992
31.70052;-4.42254
31.80066;-4.421501
31.90084;-4.42176
32.00102;-4.419975
32.10002;-4.419158
32.20023;-4.419761
32.30039;-4.422193
32.40051;-4.424091
32.50061;-4.427809
32.60076;-4.432109
32.70094;-4.435944
32.8011;-4.438909
32.90007;-4.441914
33.00024;-4.444244
33.10039;-4.444398
33.20053;-4.442933
33.30067;-4.442687
33.40084;-4.439965
33.50101;-4.435616
33.60119;-4.431546
33.70017;-4.428874
33.80035;-4.425239
33.90051;-4.42204
34.00064;-4.418784
34.10075;-4.415772
34.20085;-4.412118
34.30093;-4.406333
34.40104;-4.400355
34.50117;-4.394151
34.60012;-4.387677
34.70025;-4.380807
34.80033;-4.373581
34.90038;-4.366095
35.00046;-4.360088
35.10062;-4.354251
35.2008;-4.347542
35.30096;-4.342762
35.40107;-4.337292
35.50115;-4.332984
35.60119;-4.328608
35.70002;-4.323014
35.80007;-4.319694
35.90016;-4.316017
36.00022;-4.31261
36.10029;-4.309232
36.20039;-4.305895
36.30053;-4.302905
36.40066;-4.29984
36.50073;-4.297931
36.60076;-4.296335
36.70083;-4.294599
36.80097;-4.293121
36.90107;-4.292642
37.00116;-4.292654
37.1;-4.290883
37.20004;-4.29062
37.30006;-4.288811
37.40013;-4.286771
37.50021;-4.285782
37.60029;-4.283749
37.70039;-4.28003
37.8005;-4.275116
37.90056;-4.27048
38.00064;-4.266445
38.10073;-4.261494
38.20083;-4.257392
38.30088;-4.2538
38.40093;-4.250976
38.50099;-4.248594
38.60107;-4.246186
38.70118;-4.243236
38.80007;-4.241616
38.90016;-4.239427
39.00022;-4.236498
39.10017;-4.233909
39.20007;-4.230662
39.30003;-4.227878
39.40008;-4.224611
39.50012;-4.220767
39.60015;-4.21799
39.70019;-4.214257
39.80028;-4.210675
39.90034;-4.206885
40.0004;-4.203423
40.10043;-4.200656
40.20049;-4.198142
40.30054;-4.195037
40.40061;-4.193137
40.50071;-4.190356
40.60077;-4.188014
40.70079;-4.188278
40.80074;-4.18759
40.90064;-4.185257
41.00052;-4.184065
41.1005;-4.184227
41.20054;-4.182756
41.3006;-4.181566
41.40066;-4.180108
41.50071;-4.179851
41.60077;-4.178579
41.70081;-4.176933
41.80082;-4.174793
41.90086;-4.172738
42.00097;-4.171114
42.10103;-4.168958
42.20102;-4.165859
42.30092;-4.161714
42.40087;-4.157499
42.50084;-4.153626
42.60083;-4.148319
42.70086;-4.14196
42.80086;-4.137974
42.90087;-4.134086
43.00089;-4.128339
43.10092;-4.124813
43.20091;-4.121148
43.30089;-4.117105
43.40089;-4.11333
43.5009;-4.10974
43.60096;-4.107576
43.70106;-4.103723
43.80113;-4.099762
43.9012;-4.097968
44.00001;-4.095106
44.10112;-4.092147
44.20096;-4.090465
44.30082;-4.088893
44.40074;-4.085686
44.50075;-4.084487
44.60076;-4.082831
44.70079;-4.080532
44.80078;-4.078215
44.90072;-4.075027
45.00067;-4.07358
45.10067;-4.071372
45.20068;-4.0682
45.3007;-4.066404
45.40075;-4.063632
45.50083;-4.061386
45.60084;-4.059566
45.70081;-4.056888
45.80077;-4.054069
45.90076;-4.052042
46.00077;-4.050357
46.10075;-4.048056
46.20068;-4.045564
46.30062;-4.043485
46.40055;-4.042067
46.50042;-4.040702
46.60023;-4.037874
46.70007;-4.036022
46.80115;-4.034923
46.90104;-4.033483
47.001;-4.030352
47.10102;-4.029167
47.20102;-4.027707
47.30104;-4.025135
47.40101;-4.022967
47.50088;-4.020371
47.60072;-4.018232
47.70049;-4.015252
47.80028;-4.012361
47.90015;-4.009477
48.00003;-4.005671
48.10115;-4.002615
48.20112;-4.00042
48.30107;-3.996688
48.40093;-3.992617
48.50077;-3.990277
48.60061;-3.9883
48.70051;-3.984065
48.80046;-3.982361
48.90043;-3.980408
49.00039;-3.977677
49.10035;-3.976492
49.20023;-3.974513
49.3;-3.973962
49.40093;-3.971856
49.50066;-3.970455
49.60045;-3.969522
49.7003;-3.96733
49.80022;-3.965346
49.90015;-3.964034
